date,home_team,away_team,team,scorer,minute,own_goal,penalty
2021-06-03,Argentina,Chile,Argentina,Lionel Messi,23,False,True
2021-06-03,Argentina,Chile,Chile,Alexis Sánchez,36,False,False
2021-06-03,Bahrain,Cambodia,Bahrain,Kamil Al Aswad,8,False,False
2021-06-03,Bahrain,Cambodia,Bahrain,Mohamed Al-Romaihi,45,False,False
2021-06-03,Bahrain,Cambodia,Bahrain,Ali Madan,46,False,False
2021-06-03,Bahrain,Cambodia,Bahrain,Jasim Al-Shaikh,51,False,False
2021-06-03,Bahrain,Cambodia,Bahrain,Ali Madan,65,False,False
2021-06-03,Bahrain,Cambodia,Bahrain,Kamil Al Aswad,71,False,False
2021-06-03,Bahrain,Cambodia,Bahrain,Ismail Abdullatif,75,False,False
2021-06-03,Bahrain,Cambodia,Bahrain,Ismail Abdullatif,90,False,False
2021-06-03,Bangladesh,Afghanistan,Afghanistan,Amredin Sharifi,47,False,False
2021-06-03,Bangladesh,Afghanistan,Bangladesh,Topu Barman,83,False,False
2021-06-03,Bolivia,Venezuela,Bolivia,Marcelo Martins Moreno,5,False,False
2021-06-03,Bolivia,Venezuela,Venezuela,Jhon Chancellor,26,False,False
2021-06-03,Bolivia,Venezuela,Bolivia,Diego Bejarano,60,False,False
2021-06-03,Bolivia,Venezuela,Bolivia,Marcelo Martins Moreno,83,False,False
2021-06-03,Iran,Hong Kong,Iran,Ali Gholizadeh,23,False,False
2021-06-03,Iran,Hong Kong,Iran,Vahid Amiri,61,False,False
2021-06-03,Iran,Hong Kong,Iran,Karim Ansarifard,84,False,False
2021-06-03,Iran,Hong Kong,Hong Kong,Cheng Siu Kwan,85,False,False
2021-06-03,Kuwait,Australia,Australia,Mathew Leckie,1,False,False
2021-06-03,Kuwait,Australia,Australia,Jackson Irvine,24,False,False
2021-06-03,Kuwait,Australia,Australia,Ajdin Hrustic,66,False,False
2021-06-03,Nepal,Taiwan,Nepal,Anjan Bista,3,False,True
2021-06-03,Nepal,Taiwan,Nepal,Nawayug Shrestha,80,False,False
2021-06-03,Palestine,Singapore,Palestine,Tamer Seyam,19,False,True
2021-06-03,Palestine,Singapore,Palestine,Oday Dabbagh,23,False,False
2021-06-03,Palestine,Singapore,Palestine,Tamer Seyam,30,False,True
2021-06-03,Palestine,Singapore,Palestine,Yaser Hamed,85,False,False
2021-06-03,Peru,Colombia,Colombia,Yerry Mina,40,False,False
2021-06-03,Peru,Colombia,Colombia,Mateus Uribe,49,False,False
2021-06-03,Peru,Colombia,Colombia,Luis Díaz,55,False,False
2021-06-03,Qatar,India,Qatar,Abdulaziz Hatem,33,False,False
2021-06-03,Thailand,Indonesia,Thailand,Narubadin Weerawatnodom,5,False,False
2021-06-03,Thailand,Indonesia,Indonesia,I Kadek Agung Widnyana,39,False,False
2021-06-03,Thailand,Indonesia,Thailand,Adisak Kraisorn,50,False,False
2021-06-03,Thailand,Indonesia,Indonesia,Evan Dimas,60,False,False
2021-06-03,United Arab Emirates,Malaysia,United Arab Emirates,Ali Mabkhout,18,False,False
2021-06-03,United Arab Emirates,Malaysia,United Arab Emirates,Fábio Virginio de Lima,83,False,False
2021-06-03,United Arab Emirates,Malaysia,United Arab Emirates,Ali Mabkhout,90,False,False
2021-06-03,United Arab Emirates,Malaysia,United Arab Emirates,Fábio Virginio de Lima,90,False,False
2021-06-04,Antigua and Barbuda,Grenada,Antigua and Barbuda,Rhys Browne,20,False,False
2021-06-04,Brazil,Ecuador,Brazil,Richarlison,65,False,False
2021-06-04,Brazil,Ecuador,Brazil,Neymar,90,False,True
2021-06-04,Dominican Republic,Barbados,Barbados,Niall Reid-Stephen,42,False,False
2021-06-04,Dominican Republic,Barbados,Dominican Republic,Manny Rodríguez,90,False,False
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Darwin Lom,2,False,False
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Rudy Barrientos,12,False,False
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Oscar Santis,16,False,False
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Moisés Hernández,33,False,True
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Gerardo Gordillo,41,False,False
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Luis Martínez,52,False,False
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Robin Betancourth,66,False,False
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Marvin Ceballos,79,False,True
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Jorge Estuardo Vargas,85,False,False
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,John Méndez,89,False,False
2021-06-04,Latvia,Lithuania,Latvia,Markas Beneta,37,True,False
2021-06-04,Latvia,Lithuania,Lithuania,Paulius Golubickas,67,False,False
2021-06-04,Latvia,Lithuania,Latvia,Eduards Emsis,69,False,False
2021-06-04,Latvia,Lithuania,Latvia,Roberts Uldrikis,85,False,False
2021-06-04,Maldives,Syria,Syria,Mahmoud Al-Mawas,29,False,False
2021-06-04,Maldives,Syria,Syria,Aias Aosman,33,False,True
2021-06-04,Maldives,Syria,Syria,Mahmoud Al-Mawas,45,False,True
2021-06-04,Maldives,Syria,Syria,Mahmoud Al-Mawas,71,False,True
2021-06-04,Nicaragua,Belize,Nicaragua,Richard Rodríguez,25,False,False
2021-06-04,Nicaragua,Belize,Nicaragua,Byron Bonilla,46,False,False
2021-06-04,Nicaragua,Belize,Nicaragua,Juan Barrera,51,False,False
2021-06-04,Saint Kitts and Nevis,Guyana,Saint Kitts and Nevis,Keithroy Freeman,9,False,True
2021-06-04,Saint Kitts and Nevis,Guyana,Saint Kitts and Nevis,Keithroy Freeman,36,False,False
2021-06-04,Saint Kitts and Nevis,Guyana,Saint Kitts and Nevis,Romaine Sawyers,67,False,False
2021-06-04,Suriname,Bermuda,Suriname,Sheraldo Becker,3,False,False
2021-06-04,Suriname,Bermuda,Suriname,Nigel Hasselbaink,15,False,False
2021-06-04,Suriname,Bermuda,Suriname,Sheraldo Becker,36,False,False
2021-06-04,Suriname,Bermuda,Suriname,Nigel Hasselbaink,37,False,False
2021-06-04,Suriname,Bermuda,Suriname,Nigel Hasselbaink,65,False,False
2021-06-04,Suriname,Bermuda,Suriname,Shaquille Pinas,74,False,False
2021-06-05,Aruba,Canada,Canada,Lucas Cavallini,17,False,False
2021-06-05,Aruba,Canada,Canada,Junior Hoilett,20,False,True
2021-06-05,Aruba,Canada,Canada,Lucas Cavallini,45,False,False
2021-06-05,Aruba,Canada,Canada,Zachary Brault-Guillard,49,False,False
2021-06-05,Aruba,Canada,Canada,Alphonso Davies,78,False,False
2021-06-05,Aruba,Canada,Canada,Cyle Larin,87,False,False
2021-06-05,Aruba,Canada,Canada,Jonathan David,89,False,False
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Brandley Kuwas,7,False,False
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Michaël Maria,9,False,False
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Leandro Bacuna,11,False,False
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Charlison Benschop,18,False,True
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Charlison Benschop,22,False,False
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Michaël Maria,27,False,False
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Kenji Gorré,57,False,False
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Kenji Gorré,90,False,False
2021-06-05,Lebanon,Sri Lanka,Sri Lanka,Ahmed Waseem Razeek,10,False,False
2021-06-05,Lebanon,Sri Lanka,Lebanon,Joan Oumari,11,False,False
2021-06-05,Lebanon,Sri Lanka,Lebanon,Mohamad Kdouh,17,False,False
2021-06-05,Lebanon,Sri Lanka,Lebanon,Joan Oumari,44,False,False
2021-06-05,Lebanon,Sri Lanka,Sri Lanka,Ahmed Waseem Razeek,61,False,True
2021-06-05,Panama,Anguilla,Panama,Armando Cooper,7,False,False
2021-06-05,Panama,Anguilla,Panama,Cecilio Waterman,18,False,False
2021-06-05,Panama,Anguilla,Panama,Jorman Aguilar,31,False,False
2021-06-05,Panama,Anguilla,Panama,Gabriel Torres,35,False,True
2021-06-05,Panama,Anguilla,Panama,Tafari Smith,48,True,False
2021-06-05,Panama,Anguilla,Panama,Cecilio Waterman,50,False,False
2021-06-05,Panama,Anguilla,Panama,Gabriel Torres,53,False,False
2021-06-05,Panama,Anguilla,Panama,Miguel Camargo,58,False,False
2021-06-05,Panama,Anguilla,Panama,Gabriel Torres,70,False,False
2021-06-05,Panama,Anguilla,Panama,Jair Catuy,73,False,False
2021-06-05,Panama,Anguilla,Panama,Gabriel Torres,83,False,True
2021-06-05,Panama,Anguilla,Panama,Alberto Quintero,84,False,False
2021-06-05,Panama,Anguilla,Panama,Francisco Palacios,90,False,False
2021-06-05,Saudi Arabia,Yemen,Saudi Arabia,Salem Al-Dawsari,4,False,False
2021-06-05,Saudi Arabia,Yemen,Saudi Arabia,Fahad Al-Muwallad,17,False,False
2021-06-05,Saudi Arabia,Yemen,Saudi Arabia,Fahad Al-Muwallad,32,False,False
2021-06-05,South Korea,Turkmenistan,South Korea,Hwang Ui-jo,9,False,False
2021-06-05,South Korea,Turkmenistan,South Korea,Nam Tae-hee,45,False,False
2021-06-05,South Korea,Turkmenistan,South Korea,Kim Young-gwon,56,False,False
2021-06-05,South Korea,Turkmenistan,South Korea,Kwon Chang-hoon,62,False,False
2021-06-05,South Korea,Turkmenistan,South Korea,Hwang Ui-jo,72,False,False
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Duckens Nazon,27,False,False
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Duckens Nazon,30,False,False
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Duckens Nazon,34,False,False
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Duckens Nazon,37,False,False
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Carnejy Antoine,42,False,False
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Carnejy Antoine,53,False,False
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Frantzdy Pierrot,75,False,False
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Carnejy Antoine,83,False,False
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Frantzdy Pierrot,87,False,False
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Frantzdy Pierrot,90,False,False
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,Marvin Monterrosa,23,False,False
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,Juan Carlos Portillo,30,False,False
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,David Rugamas,78,False,False
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,Joshua Pérez,79,False,False
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,David Rugamas,82,False,False
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,Marvin Monterrosa,86,False,False
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,David Rugamas,90,False,False
2021-06-07,Australia,Taiwan,Australia,Harry Souttar,12,False,False
2021-06-07,Australia,Taiwan,Australia,Jamie Maclaren,27,False,True
2021-06-07,Australia,Taiwan,Australia,Trent Sainsbury,41,False,False
2021-06-07,Australia,Taiwan,Australia,Mitchell Duke,46,False,False
2021-06-07,Australia,Taiwan,Taiwan,Gao Wei-jie,62,False,False
2021-06-07,Australia,Taiwan,Australia,Mitchell Duke,84,False,False
2021-06-07,Bahrain,Iran,Iran,Sardar Azmoun,54,False,False
2021-06-07,Bahrain,Iran,Iran,Sardar Azmoun,61,False,False
2021-06-07,Bahrain,Iran,Iran,Mehdi Taremi,79,False,False
2021-06-07,Bangladesh,India,India,Sunil Chhetri,79,False,False
2021-06-07,Bangladesh,India,India,Sunil Chhetri,90,False,False
2021-06-07,China PR,Philippines,China PR,Wu Lei,56,False,True
2021-06-07,China PR,Philippines,China PR,Wu Xinghan,65,False,False
2021-06-07,Guam,Syria,Syria,Mardik Mardikian,6,False,False
2021-06-07,Guam,Syria,Syria,Mardik Mardikian,9,False,False
2021-06-07,Guam,Syria,Syria,Mahmoud Al-Mawas,84,False,False
2021-06-07,Iraq,Cambodia,Iraq,Mohanad Ali,1,False,False
2021-06-07,Iraq,Cambodia,Iraq,Bashar Resan,23,False,False
2021-06-07,Iraq,Cambodia,Iraq,Ali Adnan Kadhim,27,False,True
2021-06-07,Iraq,Cambodia,Cambodia,Soeuy Visal,55,False,False
2021-06-07,Iraq,Cambodia,Iraq,Safaa Hadi,90,False,False
2021-06-07,Japan,Tajikistan,Japan,Kyogo Furuhashi,6,False,False
2021-06-07,Japan,Tajikistan,Tajikistan,Ehson Panjshanbe,9,False,False
2021-06-07,Japan,Tajikistan,Japan,Takumi Minamino,40,False,False
2021-06-07,Japan,Tajikistan,Japan,Kento Hashimoto,51,False,False
2021-06-07,Japan,Tajikistan,Japan,Hayao Kawabe,71,False,False
2021-06-07,Kyrgyzstan,Mongolia,Mongolia,Oyunbaataryn Mijiddorj,34,False,False
2021-06-07,Nepal,Jordan,Jordan,Baha' Faisal,23,False,True
2021-06-07,Nepal,Jordan,Jordan,Baha' Faisal,48,False,False
2021-06-07,Nepal,Jordan,Jordan,Yazan Al-Arab,67,False,False
2021-06-07,Qatar,Oman,Qatar,Hassan Al-Haydos,39,False,True
2021-06-07,United Arab Emirates,Thailand,United Arab Emirates,Caio Canedo,14,False,False
2021-06-07,United Arab Emirates,Thailand,United Arab Emirates,Fábio Virginio de Lima,33,False,False
2021-06-07,United Arab Emirates,Thailand,Thailand,Suphanat Mueanta,54,False,False
2021-06-07,United Arab Emirates,Thailand,United Arab Emirates,Mohammed Jumaa,90,False,False
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Jaloliddin Masharipov,6,False,False
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Jaloliddin Masharipov,34,False,False
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Eldor Shomurodov,45,False,False
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Odil Ahmedov,50,False,False
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Irfan Fandi,88,True,False
2021-06-07,Vietnam,Indonesia,Vietnam,Nguy?n Ti?n Linh,51,False,False
2021-06-07,Vietnam,Indonesia,Vietnam,Nguy?n Quang H?i,62,False,False
2021-06-07,Vietnam,Indonesia,Vietnam,Nguy?n Công Phu?ng,67,False,False
2021-06-07,Vietnam,Indonesia,Vietnam,Vu Van Thanh,74,False,False
2021-06-08,Barbados,Dominica,Barbados,Emile Saimovici,48,False,False
2021-06-08,Barbados,Dominica,Dominica,Julian Wade,57,False,False
2021-06-08,Bermuda,Cayman Islands,Cayman Islands,Mark Ebanks,23,False,False
2021-06-08,Bermuda,Cayman Islands,Bermuda,Kole Hall,65,False,False
2021-06-08,Canada,Suriname,Canada,Alphonso Davies,37,False,False
2021-06-08,Canada,Suriname,Canada,Jonathan David,59,False,False
2021-06-08,Canada,Suriname,Canada,Jonathan David,73,False,False
2021-06-08,Canada,Suriname,Canada,Jonathan David,77,False,True
2021-06-08,Chile,Bolivia,Chile,Erick Pulgar,69,False,False
2021-06-08,Chile,Bolivia,Bolivia,Marcelo Martins Moreno,81,False,True
2021-06-08,Colombia,Argentina,Argentina,Cristian Romero,3,False,False
2021-06-08,Colombia,Argentina,Argentina,Leandro Paredes,8,False,False
2021-06-08,Colombia,Argentina,Colombia,Luis Muriel,51,False,True
2021-06-08,Colombia,Argentina,Colombia,Miguel Borja,90,False,False
2021-06-08,Ecuador,Peru,Peru,Christian Cueva,63,False,False
2021-06-08,Ecuador,Peru,Peru,Luis Advíncula,89,False,False
2021-06-08,Ecuador,Peru,Ecuador,Gonzalo Plata,90,False,False
2021-06-08,El Salvador,Antigua and Barbuda,El Salvador,Eriq Zavaleta,40,False,False
2021-06-08,El Salvador,Antigua and Barbuda,El Salvador,David Rugamas,68,False,False
2021-06-08,El Salvador,Antigua and Barbuda,El Salvador,Walmer Martinez,85,False,False
2021-06-08,Grenada,Montserrat,Grenada,Saydrel Lewis,51,False,False
2021-06-08,Grenada,Montserrat,Montserrat,Lyle Taylor,85,False,False
2021-06-08,Grenada,Montserrat,Montserrat,Lyle Taylor,87,False,True
2021-06-08,Guyana,Puerto Rico,Puerto Rico,Ricardo Rivera,12,False,False
2021-06-08,Guyana,Puerto Rico,Puerto Rico,Isaac Angking,25,False,True
2021-06-08,Haiti,Nicaragua,Haiti,Derrick Etienne,63,False,False
2021-06-08,Panama,Dominican Republic,Panama,Aníbal Godoy,8,False,False
2021-06-08,Panama,Dominican Republic,Panama,Yoel Bárcenas,67,False,False
2021-06-08,Panama,Dominican Republic,Panama,Cecilio Waterman,86,False,False
2021-06-08,Paraguay,Brazil,Brazil,Neymar,4,False,False
2021-06-08,Paraguay,Brazil,Brazil,Lucas Paquetá,90,False,False
2021-06-08,Saint Vincent and the Grenadines,Cuba,Cuba,Maikel Reyes,64,False,False
2021-06-08,Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Duane Muckette,36,False,False
2021-06-08,Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Khaleem Hyland,74,False,False
2021-06-09,South Korea,Sri Lanka,South Korea,Kim Shin-wook,14,False,False
2021-06-09,South Korea,Sri Lanka,South Korea,Lee Dong-gyeong,22,False,False
2021-06-09,South Korea,Sri Lanka,South Korea,Kim Shin-wook,42,False,True
2021-06-09,South Korea,Sri Lanka,South Korea,Hwang Hee-chan,53,False,False
2021-06-09,South Korea,Sri Lanka,South Korea,Jeong Sang-bin,77,False,False
2021-06-09,Turkmenistan,Lebanon,Turkmenistan,Zafar Babajanow,59,False,False
2021-06-09,Turkmenistan,Lebanon,Lebanon,Rabih Ataya,73,False,False
2021-06-09,Turkmenistan,Lebanon,Lebanon,Soony Saad,75,False,False
2021-06-09,Turkmenistan,Lebanon,Turkmenistan,Güýçmyrat Annagulyýew,85,False,False
2021-06-09,Turkmenistan,Lebanon,Turkmenistan,Altymyrat Annadurdyýew,90,False,False
2021-06-10,Estonia,Latvia,Estonia,Mattias Käit,5,False,False
2021-06-10,Estonia,Latvia,Estonia,Mattias Käit,40,False,False
2021-06-10,Estonia,Latvia,Latvia,Davis Ikaunieks,84,False,True
2021-06-11,Afghanistan,Oman,Oman,Abdullah Fawaz,13,False,False
2021-06-11,Afghanistan,Oman,Afghanistan,Omid Popalzay,23,False,False
2021-06-11,Afghanistan,Oman,Oman,Abdullah Fawaz,51,False,False
2021-06-11,Cambodia,Iran,Iran,Alireza Jahanbakhsh,16,False,True
2021-06-11,Cambodia,Iran,Iran,Shojae Khalilzadeh,22,False,False
2021-06-11,Cambodia,Iran,Iran,Mehdi Taremi,27,False,False
2021-06-11,Cambodia,Iran,Iran,Sor Rotana,32,True,False
2021-06-11,Cambodia,Iran,Iran,Milad Mohammadi,58,False,False
2021-06-11,Cambodia,Iran,Iran,Morteza Pouraliganji,64,False,False
2021-06-11,Cambodia,Iran,Iran,Karim Ansarifard,77,False,True
2021-06-11,Cambodia,Iran,Iran,Kaveh Rezaei,80,False,False
2021-06-11,Cambodia,Iran,Iran,Mehdi Ghayedi,84,False,False
2021-06-11,Cambodia,Iran,Iran,Kaveh Rezaei,87,False,False
2021-06-11,China PR,Maldives,China PR,Liu Binbin,5,False,False
2021-06-11,China PR,Maldives,China PR,Wu Lei,30,False,False
2021-06-11,China PR,Maldives,China PR,Alan Carvalho,68,False,False
2021-06-11,China PR,Maldives,China PR,Zhang Yuning,69,False,False
2021-06-11,China PR,Maldives,China PR,Tan Long,79,False,False
2021-06-11,Hong Kong,Iraq,Iraq,Fung Hing Wa,11,True,False
2021-06-11,Italy,Turkey,Italy,Merih Demiral,53,True,False
2021-06-11,Italy,Turkey,Italy,Ciro Immobile,66,False,False
2021-06-11,Italy,Turkey,Italy,Lorenzo Insigne,79,False,False
2021-06-11,Malaysia,Vietnam,Vietnam,Nguy?n Ti?n Linh,27,False,False
2021-06-11,Malaysia,Vietnam,Malaysia,Guilherme de Paula Lucrécio,72,False,True
2021-06-11,Malaysia,Vietnam,Vietnam,Qu? Ng?c H?i,82,False,True
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Tursunali Rustamov,22,False,False
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Gulzhigit Alykulov,29,False,False
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Farhat Musabekov,34,False,False
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Alimardon Shukurov,45,False,False
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Mirlan Murzaev,45,False,False
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Mirlan Murzaev,61,False,False
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Abay Bokoleyev,63,False,False
2021-06-11,Myanmar,Kyrgyzstan,Myanmar,Hlaing Bo Bo,69,False,False
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Mirlan Murzaev,78,False,False
2021-06-11,Nepal,Australia,Australia,Mathew Leckie,6,False,False
2021-06-11,Nepal,Australia,Australia,Fran Karacic,38,False,False
2021-06-11,Nepal,Australia,Australia,Martin Boyle,57,False,False
2021-06-11,Philippines,Guam,Philippines,Ángel Guirado,12,False,False
2021-06-11,Philippines,Guam,Philippines,Marcus Lopez,60,True,False
2021-06-11,Philippines,Guam,Philippines,Mark Hartmann,88,False,False
2021-06-11,Saudi Arabia,Singapore,Saudi Arabia,Salem Al-Dawsari,84,False,False
2021-06-11,Saudi Arabia,Singapore,Saudi Arabia,Fahad Al-Muwallad,86,False,False
2021-06-11,Saudi Arabia,Singapore,Saudi Arabia,Saleh Al-Shehri,90,False,False
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,Ali Mabkhout,22,False,False
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,Fábio Virginio de Lima,28,False,False
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,Ali Mabkhout,49,False,True
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,Fábio Virginio de Lima,55,False,False
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,Sebastián Tagliabúe,86,False,False
2021-06-11,Yemen,Uzbekistan,Uzbekistan,Jaloliddin Masharipov,19,False,True
2021-06-12,Denmark,Finland,Finland,Joel Pohjanpalo,60,False,False
2021-06-12,Haiti,Canada,Canada,Cyle Larin,14,False,False
2021-06-12,Panama,Curaçao,Panama,Alberto Quintero,55,False,False
2021-06-12,Panama,Curaçao,Panama,Cecilio Waterman,77,False,False
2021-06-12,Panama,Curaçao,Curaçao,Rangelo Janga,87,False,False
2021-06-12,Russia,Belgium,Belgium,Romelu Lukaku,10,False,False
2021-06-12,Russia,Belgium,Belgium,Thomas Meunier,34,False,False
2021-06-12,Russia,Belgium,Belgium,Romelu Lukaku,88,False,False
2021-06-12,Saint Kitts and Nevis,El Salvador,El Salvador,David Rugamas,3,False,False
2021-06-12,Saint Kitts and Nevis,El Salvador,El Salvador,Joshua Pérez,20,False,False
2021-06-12,Saint Kitts and Nevis,El Salvador,El Salvador,David Rugamas,27,False,False
2021-06-12,Saint Kitts and Nevis,El Salvador,El Salvador,Darwin Cerén,64,False,True
2021-06-12,Wales,Switzerland,Switzerland,Breel Embolo,49,False,False
2021-06-12,Wales,Switzerland,Wales,Kieffer Moore,74,False,False
2021-06-13,Austria,North Macedonia,Austria,Stefan Lainer,18,False,False
2021-06-13,Austria,North Macedonia,North Macedonia,Goran Pandev,28,False,False
2021-06-13,Austria,North Macedonia,Austria,Michael Gregoritsch,78,False,False
2021-06-13,Austria,North Macedonia,Austria,Marko Arnautovic,89,False,False
2021-06-13,Brazil,Venezuela,Brazil,Marquinhos,23,False,False
2021-06-13,Brazil,Venezuela,Brazil,Neymar,64,False,True
2021-06-13,Brazil,Venezuela,Brazil,Gabriel Barbosa,89,False,False
2021-06-13,Colombia,Ecuador,Colombia,Edwin Cardona,42,False,False
2021-06-13,England,Croatia,England,Raheem Sterling,57,False,False
2021-06-13,Netherlands,Ukraine,Netherlands,Georginio Wijnaldum,52,False,False
2021-06-13,Netherlands,Ukraine,Netherlands,Wout Weghorst,58,False,False
2021-06-13,Netherlands,Ukraine,Ukraine,Andriy Yarmolenko,75,False,False
2021-06-13,Netherlands,Ukraine,Ukraine,Roman Yaremchuk,79,False,False
2021-06-13,Netherlands,Ukraine,Netherlands,Denzel Dumfries,85,False,False
2021-06-13,South Korea,Lebanon,Lebanon,Soony Saad,12,False,False
2021-06-13,South Korea,Lebanon,South Korea,Maher Sabra,50,True,False
2021-06-13,South Korea,Lebanon,South Korea,Son Heung-min,65,False,True
2021-06-14,Argentina,Chile,Argentina,Lionel Messi,33,False,False
2021-06-14,Argentina,Chile,Chile,Eduardo Vargas,57,False,False
2021-06-14,Paraguay,Bolivia,Bolivia,Erwin Saavedra,10,False,True
2021-06-14,Paraguay,Bolivia,Paraguay,Alejandro Romero Gamarra,62,False,False
2021-06-14,Paraguay,Bolivia,Paraguay,Ángel Romero,65,False,False
2021-06-14,Paraguay,Bolivia,Paraguay,Ángel Romero,80,False,False
2021-06-14,Poland,Slovakia,Slovakia,Wojciech Szczesny,18,True,False
2021-06-14,Poland,Slovakia,Poland,Karol Linetty,46,False,False
2021-06-14,Poland,Slovakia,Slovakia,Milan kriniar,69,False,False
2021-06-14,Scotland,Czech Republic,Czech Republic,Patrik Schick,42,False,False
2021-06-14,Scotland,Czech Republic,Czech Republic,Patrik Schick,52,False,False
2021-06-15,Australia,Jordan,Australia,Harry Souttar,77,False,False
2021-06-15,Bahrain,Hong Kong,Bahrain,Sayed Dhiya Saeed,49,False,False
2021-06-15,Bahrain,Hong Kong,Bahrain,Hashim Sayed Isa,54,False,True
2021-06-15,Bahrain,Hong Kong,Bahrain,Hashim Sayed Isa,70,False,False
2021-06-15,Bahrain,Hong Kong,Bahrain,Ismail Abdullatif,90,False,True
2021-06-15,Bangladesh,Oman,Oman,Mohammed Al-Ghafri,22,False,False
2021-06-15,Bangladesh,Oman,Oman,Khalid Al-Hajri,60,False,False
2021-06-15,Bangladesh,Oman,Oman,Khalid Al-Hajri,80,False,False
2021-06-15,Canada,Haiti,Canada,Josué Duverger,46,True,False
2021-06-15,Canada,Haiti,Canada,Cyle Larin,74,False,False
2021-06-15,Canada,Haiti,Canada,Junior Hoilett,89,False,False
2021-06-15,China PR,Syria,China PR,Zhang Xizhe,43,False,False
2021-06-15,China PR,Syria,Syria,Aias Aosman,50,False,False
2021-06-15,China PR,Syria,China PR,Wu Lei,69,False,True
2021-06-15,China PR,Syria,China PR,Zhang Yuning,90,False,False
2021-06-15,El Salvador,Saint Kitts and Nevis,El Salvador,Joshua Pérez,24,False,False
2021-06-15,El Salvador,Saint Kitts and Nevis,El Salvador,Gerson Mayen,87,False,False
2021-06-15,Germany,France,France,Mats Hummels,20,True,False
2021-06-15,Hungary,Portugal,Portugal,Raphaël Guerreiro,84,False,False
2021-06-15,Hungary,Portugal,Portugal,Cristiano Ronaldo,87,False,True
2021-06-15,Hungary,Portugal,Portugal,Cristiano Ronaldo,90,False,False
2021-06-15,India,Afghanistan,India,Ovays Azizi,75,True,False
2021-06-15,India,Afghanistan,Afghanistan,Hossein Zamani,81,False,False
2021-06-15,Iran,Iraq,Iran,Sardar Azmoun,35,False,False
2021-06-15,Japan,Kyrgyzstan,Japan,Ado Onaiwu,27,False,True
2021-06-15,Japan,Kyrgyzstan,Japan,Ado Onaiwu,31,False,False
2021-06-15,Japan,Kyrgyzstan,Japan,Ado Onaiwu,33,False,False
